"Kerugian yang diakibatkan kemacetan meliputi kerugian yang ditanggung dunia usaha, produktivitas tenaga kerja, hingga konsumsi BBM kendaraan. ""Keterlambatan atau kemacetan tadi kan membuat biaya logistik jadi meningkat, misalnya delivery barang jadi membutuhkan waktu yang lama, sehingga yang misalnya tadinya dia dalam satu hari bisa kirim 5 kali barang, karena macet jadi cuma 3 kali atau 4 kali. Kemacetan itu membuat semuanya jadi tertunda,"" kata Ekonom Institute For Development of Economics and Finance (Indef) Ahmad Heri Firdaus kepada detikcom, Jumat (10/1/2020).",ekonomi
"Mantan Menteri Kelautan dan Perikanan Susi Pudjiastuti ditantang Ketua Komisi Pemangku-Kepentingan dan Konsultasi Publik Kementerian Kelautan dan Perikanan (KP2-KKP) Effendi Gazali blak-blakan diskusi terbuka soal ekspor benih lobster. Hal ini diungkapkan Effendi lewat akun Twitter-nya. Awalnya, Selasa, 11 Februari lalu, Susi mengunggah sebuah video yang berisi pernyataan Effendi. Dalam video itu Effendi menyebut bahwa kondisi bibit lobster saat ini masih aman dari ancaman kepunahan. Dari komentarnya, Susi menyebut Effendi merupakan seorang yang berilmu tinggi. Namun dia menyayangkan pernyataan Effendi bagaikan mendukung pembukaan ekspor benih lobster",ekonomi
"Effendi sendiri memimpin Komisi Pemangku-Kepentingan dan Konsultasi Publik Kementerian Kelautan dan Perikanan (KP2-KKP). Komisi ini bertugas untuk memberi masukan kepada Menteri KKP dalam membuat keputusan. Komisi ini akan melakukan konsultasi publik dan menjadi pelopor untuk kerja sama riset dan pengembangan. Kembali ke permasalahan Effendi dengan Susi, Effendi menegaskan bahwa lobster tidak terancam punah. Menurutnya, memang sudah ada riset yang menyebutkan bahwa sudah ada lobster yang bisa ditetaskan, dengan fasilitas hatchery alias penetasan bibit lobster.",ekonomi
"Menteri Perhubungan Budi Karya Sumadi hari ini akan melakukan peninjauan rencana pembangunan Bandara Kediri, Jawa Timur. Kali ini, peninjauan dilakukan bersama Sekretaris Kabinet Pramono Anung dan Menteri Pekerjaan Umum dan Perumahan Rakyat Basuki Hadimuljono. ""Pembangunan bandara di Kediri yang menjadi Proyek Strategis Nasional (PSN) ini direncanakan akan dimulai pada April 2020, tentunya setelah proses pembebasan lahan selesai dilakukan,"" kata Pelaksana Tugas Kepala Biro Komunikasi dan Informasi Publik Kementerian Perhubungan Yudhonur Setyaji dalam keterangannya",ekonomi
"Sebelum melakukan peninjauan ke Bandara Kediri, ketiga menteri ini mengawali kunjungan kerjanya dengan meresmikan rusunawa Ponpes Hidayatul Mubtadiin Lirboyo Kediri, Jawa Timur. Setelah peresmian, ketiga menteri kabinet Indonesia Maju ini langsung menggelar rapat bersama pihak terkait soal pembangunan Bandara Kediri. Rapat berlangsung di Pendopo Pemerintah Kabupaten (Pemkab) Kediri. Setelah rapat, Budi Karya bersama Pramono Anung dan Basuki Hadimuljono akan meninjau pembangunan Bandara Kediri dari atas menggunakan helikopter",ekonomi
"Dalam rangka mendukung peningkatan wisatawan ke Indonesia, Kementerian BUMN melalui Pelindo III melakukan pengembangan atau revitalisasi kawasan Pelabuhan Benoa menjadi home port cruise untuk pelabuhan-pelabuhan di seluruh wilayah Indonesia. Upaya ini dilakukan dengan telah dilaksanakannya rapat koordinasi pengembangan Benoa Maritime Tourism Hub di Nusa Dua, Bali diadakan 13-14 Februari 2020. Rapat yang dipimpin langsung Menteri BUMN Erick Thohir ini melibatkan Kementerian Perhubungan, Kementerian ATR/BPN, Kementerian Parekraf, Kementerian Keuangan, Kementerian Kelautan dan Perikanan, Kementerian ESDM, dan Kementerian Lingkungan Hidup dan Kehutanan",ekonomi
"Memindahkan area pelabuhan untuk petikemas, general cargo dan curah, terpisah dengan area pelabuhan untuk wisata yang sebelumnya di kawasan Pelabuhan Benoa menuju 2 kawasan khusus atau Dumping 1 dan Dumping 2 seluas total 70 hektar yang sudah dibangun. Tak hanya itu, di kawasan tersebut juga akan dibangun berbagai fasilitas pendukung wisata, ekonomi, dan budaya seperti kawasan pameran produk UMKM, Gedung Promosi Budaya, dan tambatan khusus kapal yacht, hingga kawasan hutan kota seluas kurang lebih 51% dari total luasan.",ekonomi
"Untuk menyelesaikan masalah yang terjadi di industri pasar modal, Otoritas Jasa Keuangan (OJK) bersama SRO pasar modal, asosiasi dan pelaku pasar berencana untuk membentuk task force. Hari ini OJK memang menggelar pertemuan bersama pemangku kepentingan di industri pasar modal, manajer investasi, perusahaan efek, asosiasi pelaku reksa dana dan pelaku investasi Indonesia (APRDI) serta Asosiasi Perusahaan Efek Indonesia (APEI) di kantor OJK Wisma Mulia.",ekonomi
"Dia mengungkapkan pertemuan antara regulator dan pelaku pasar modal ini tidak secara spesifik membahas kasus yang sedang terjadi, seperti pembekuan rekening efek hingga kasus Jiwasraya.",ekonomi
"Kepala BPH Migas M. Fanshurullah Asa menyebut cara efektif yang paling ampuh untuk mengatasi penyimpangan BBM subsidi adalah dengan menggunakan IT atau digitalisasi nozzle. Hal ini sangat diperlukan guna menekan masalah over kuota BBM bersubsidi dan penyalurannya lebih tepat sasaran. ""Menteri ESDM, Dirut Pertamina, Dirut Telkom, sudah berkomitmen Juni 2020 IT Nozzle yang mencatat CCTV, mencatat nomor polisi itu sudah berjalan, jadi tunggu,",ekonomi
"Kota Manado mengalami kekurangan stok gula pasir di pasaran. Pantauan manadobacirita, kondisi ini sudah terjadi sejak dua pekan lalu. Bahkan, di beberapa toko retail tak lagi menyediakan gula pasir premium dengan harga Rp 12.500 per kilogram. Menurut para penjaga toko, stok gula pasir premium sudah habis sejak akhir bulan Januari dan hingga saat ini tak lagi ada pasokan yang masuk. ""Kemarin sewaktu stok menipis, kami memang sudah diinstruksikan menjual untuk satu konsumen hanya diperbolehkan dua kilogram saja,"" tutur salah satu penjaga toko retail yang minta namanya tak dipublish. Sementara, sejumlah supermarket di Kota Manado juga mengalami kekurangan stok gula pasir. Supermarket Hypermart misalnya, hanya memperbolehkan dua kantong gula ukuran satu kilogram untuk satu orang konsumen atau dalam satu struk transaksi. Transmart masih agak mendingan. Toko yang berjejaring dengan Carrefour ini, menerapkan kebijakan maksimal lima kilograma pembelian untuk satu struk transaksi.",ekonomi
"Penundaan larangan truk ODOL (over dimension over loading) atau kelebihan beban, dinilai merugikan perekonomian nasional. Kerugian itu akan berlangsung lebih lama, setelah Menteri Perhubungan menunda pelarangan truk ODOL dari semula pada 2021 menjadi 1 Januari 2023. Ketua Bidang Advokasi Masyarakat Transportasi Indonesia (MTI), Djoko Setijowarno, memaparkan sederet kerugian ekonomi akibat truk ODOL. Seperti menyebabkan kerusakan infrastruktur jalan, jembatan (runtuh atau putus) dan pelabuhan, penyebab dan pelaku kecelakaan lalu lintas, serta tingginya biaya perawatan infrastruktur. Mengutip data Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR), Djoko mengungkapkan kerugian infrastruktur akibat truk ODOL mencapai Rp 43 triliun. Kerugian itu berasal dari biaya perbaikan kerusakan infrastruktur",ekonomi
"Kain songket tenun merupakan produk kerajinan andalan Aceh yang memiliki nilai jual tinggi. Motif dan cara pembuatannya yang masih tradisional menjadi daya tarik tersendiri. Salah satu perajin kain songket tenun di Aceh yang masih memakai alat tradisional sederhana untuk menenun ialah Asmarani. Ia mendirikan tempat usaha dengan nama ""Tenun Songket Asma"", yang beralamat di Gampong Meunasah Serba, Kecamatan Jaya, Aceh Jaya. Dalam menjalankan usahanya, wanita yang akrab disapa Asma ini, mengaku dibantu oleh seorang adiknya. Satu helai songket dengan ragam motif, Asma mematok harga dari Rp 800 ribu. ",ekonomi
"Pasar Sentral Kota Gorontalo yang terletak di Jalan Pattimura, Kecamatan Kota Selatan, Kota Gorontalo, kembali mendapat sentuhan program pembangunan infrastruktur. Pemerintah Kota Gorontalo akan kembali merenovasi pasar tersebut, yang kondisinya sudah semerawut. Rencananya pada bulan Maret 2020, pasar tersebut akan direnovasi. Maka sebanya 1019 pedagang yang berada di pasar Sentral akan direlokasi ke tempat yang tak jauh dari sana. Tempat tersebut sudah disediakan oleh pemerintah setempat. ""Tempat yang akan digunakan untuk merelokasi pedagang akan diselesaikan dahulu sebelum merenovasi pasar Sentral. Mereka sudah bisa dipindahkan secara berangsur,"" ucap Wali Kota Gorontalo, Marten Taha, Minggu (9/2). Marten juga mengatakan bahwa pembangunan pasar Sentral guna memberikan rasa aman dan nyaman baik bagi pedagang maupun pembeli.",ekonomi
Petualangan Ncess dan para jagoan makan semakin seru. Kali ini mereka punya rekomendasi makan sop enak dan mie kari rendang yang nendang banget! Jelang akhir pekan waktunya jalan-jalan dan kulineran seru bareng keluarga atau teman-teman. Kali ini Ncess Nabati dan tim 'Bikin Laper' punya banyak rekomendasi tempat makan yang enak dan beragam. Kira-kira apa saja ya rekomendasinya?,kuliner
"Kue pancong memiliki versi tradisional dan kekinian. Untuk yang kekinian diberi ragam topping premium, mulai dari keju, green tea, Oreo. Yuk, coba! Kue pancong merupakan jajanan tradisional khas Betawi (Jakarta). Untuk versi tradisional, kue pancong dibuat dari adonan tepung terigu dengan tambahan parutan kelapa. Teksturnya lembut dan rasanya gurih. Biasanya kue pancong tradisional disantap bersama taburan gula pasir. Kue serupa pun terdapat di beberapa daerah Indonesia, seperti kue bandros yang ada di Bandung. Kue pancong ini juga mirip dengan sajian kue pukis karena bentuknya.",kuliner
"Es serut tidak hanya ada di Indonesia, tapi juga di negara Asia lain. Korea, misalnya, punya pat bing soo. Bagaimana dengan es serut Asia lainnya? Es serut dengan cita rasa segar dan manis sangat nikmat disantap di siang hari yang panas. Sudah pasti es serut mampu membilas dahaga sekaligus menyegarkan. Tak hanya dengan sirup atau susu kental manis, es serut juga banyak dilengkapi dengan topping lainnya. Yang biasa digunakan antara lain buah-buahan segar, jeli, cokelat, kacang, dan lainnya.",kuliner
Tempat makan pancong ini sudah tidak perlu diragukan lagi karena rasanya terkenal nikmat. Pancong Rawa Belong sudah populer di kalangan foodies. Apalagi kue pancong ditawarkan dengan harga sangat terjangkau.,kuliner
"Ada satu kuliner di Samarinda yang sudah sangat dikenal dan melegenda saat dinginnya malam datang, Warung Jinggo Kribo namanya. ""Rekomendasi banget versi Karja buat para pembaca yang saat ini sedang di Samarinda."" Warung jinggo di Samarinda ini memiliki konsep rumah makan terbuka berbentuk tenda dengan meja dan kursi panjang. Di meja tersebut sudah tersedia berbagai aneka makanan, ya semacam prasmanan (self service). Mulai dari makanan kelas 'berat' hingga kelas 'ringan' sudah disajikan di atas meja, seperti nasi bungkus, nasi kuning, lemang (jajanan khas Samarinda), sate ayam, sate usus, sate paru, kue-kue basah dan masih banyak lagi. Bagi yang sudah sangat kelaparan, tidak perlu menunggu lama, cukup datang, duduk, dan ambil makanan yang pengen dimakan, eit, jangan lupa untuk membayarnya setelah makan ya! ""Bukanya dari jam 3 sore (15.00) sampai jam 4 subuh (04.00),"" kata salah satu pelayan di Warung Jinggo Kribo ini. Lezatnya makanan yang tersedia semakin nikmat pula dengan hadirnya beberapa minuman hangat, seperti teh, teh susu hingga STMJ (susu telur madu jahe). Dinginnya malam terbayar dengan hangatnya minuman yang disajikan. Terlihat beberapa pelanggan datang silih berganti. Tidak lupa juga bercengkrama santuy satu dengan yang lain merupakan salah satu 'menu' wajib disini, semakin menikmati keindahan malam hari. ",kuliner
"Berkunjung ke Kota Malang, pastinya tidak ingin melewatkan mencicipi berbagai kulinernya yang menarik. Beberapa macam kuliner yang wajib dicicipi tersebut seperti kuliner legendaris, kuliner tradisional, kuliner unik, maupun kuliner modern.Bakso adalah salah satu kuliner yang wajib dicicipi saat berkunjung ke kota beriklim sejuk ini. Dan kali ini saya ingin mengajak pembaca kumparan mencicipi bakso yang sudah terkenal dan melegenda sejak tahun 1976. Bakso Sehat Haji Akrom, adalah kuliner bakso yang wajib dicicipi saat ke Malang. Keunikan dan terkenalnya tempat yang satu ini menjadi daya tarik tersendiri jika ingin berburu kuliner bakso legendaris di Kota Malang. Kenapa unik? Karena tempat yang satu ini berlokasi di dalam sebuah gang kecil yang dapat diakses dengan berjalan kaki saja. Ya, berbeda dari kios atau warung Bakso pada umumnya, Bakso Akrom ini masih bertahan di lokasi yang berada di dalam gang kecil sejak dulu hingga sekarang. Lokasinya berada di Jalan Kauman, Klojen, Kota Malang. Tepat berada di sebelah Toko Mebel Mitra. Dari jalan raya, lokasi gangnya memang tidak terlalu terlihat karena berada lebih rendah dari ketinggian jalan raya. Untuk berkunjung ke sini, pengunjung memang harus sedikit cermat mencari lokasinya. Tetapi tak usah khawatir kesusahan dalam menemukan lokasi Bakso Akrom, hanya bermodalkan Google Maps saja, pengunjung sudah bisa menemukan lokasi persisnya.",kuliner
"Banjarmasin ternyata memiliki makanan khasnya tersendiri seperti Soto Khas Banjar, Nasi Kuning Khas Banjar, dan yang akan saya bahas kali ini adalah Mie Yamin Khas Banjar. Jika teman-teman sudah pernah mencicipi mie yamin di Bandung, mungkin akan sedikit terkejut jika mencoba Mie Yamin khas Banjar ini. Memang selain bentuknya berbeda, Mie Yamin Khas Banjar juga memiliki cita rasa yang berbeda dengan Mie Yamin dari daerah lainnya. Apa bedanya? Coba ikuti perjalanan kuliner saya kali ini. Biasanya mencicipi suatu makanan harus di tempat yang paling terkenal, legendaris, dan tentunya yang paling rekomended. Oleh sebab itu untuk mencicipi Mie Yamin Khas Banjar ini saya memilih Warung Bakso Pak Min Bambu Kuning. Dari semua orang yang saya tanya, katanya di warung itu Mie Yaminnya paling enak dan akhirnya kemarin (14/12) saya memutuskan untuk mencicipi Mie Yamin Khas Banjar di sana. Warung Bakso Pak Min Bambu Kuning terletak di Jalan Sutoyo S Banjarmasin, ketika melewati jalan itu tidak sulit untuk mencarinya karena terdapat plang tulisan besar di pinggir jalan. Warungnya agak menjorok ke dalam, namun dari jalan raya terlihat kok. Seperti warung bakso pada umumnya, sederhana namun tetap terjaga kebersihannya. Menu yang dijual tentunya bakso, mie yamin merah, dan mie yamin putih. Karena saya ingin mencicipi mie yaminnya, akhirnya saya memilih untuk memesan mie yamin merah dan mie yamin putihnya.",kuliner
"Saat kaki saya menginjak bumi Sriwijaya, hal pertama yang saya pikirkan adalah, “kok orang Palembang enggak bosan makan pempek?” Memang benar, kudapan satu itu lezat. Tapi kalau dimakan setiap hari rasa bosan itu tentu ada, dong. Kalau tujuan pribadi saya datang ke Palembang, tentu akan makan pempek Palembang yang original. Bukan berarti pempek yang ada di luar Palembang itu KW, ya. Menurut saya berbeda, dari segi sensasinya, dari segi kenikmatannya, pokoknya berbeda, deh. Misalkan saya datang ke Palembang untuk ke sekian kalinya pasti saya enggak akan bosan juga makan pempek di sana. Menurut Joni, kawan saya di Palembang, orang Palembang memang tidak pernah bosan makan pempek. Meskipun mereka makan setiap hari di waktu jam makan mereka. Sarapan pakai pempek, makan siang menyantap pempek, hingga mereka makan malam pun memakan pempek tidak akan menjadi masalah. “Itulah sebabnya banyak orang Palembang yang giginya keropos, ya, akibat sering menghirup cuko,” ujar Joni. Memang berbeda, kalau saya makan pempek, tentu pempek dicocol ke dalam cuko. Kalau cuko sisa, maka, ya, sudah dibiarkan saja. Berbeda dengan orang Palembang yang tidak rela cukonya terbuang, sehingga cuko pun mereka makan setelah pempek mereka kunyah. Di situlah letak kenikmatan makan pempek.",kuliner
"Terkenal dengan Soto Banjar sebagai makanan khasnya, ternyata Banjarmasin juga memiliki depot yang menyajikan Es Teller dan Chinese Food yang legendaris sejak tahun 1980. Depot tersebut adalah Depot Flamingo yang terletak di Jalan Veteran. Selain menyediakan Es Teller, Depot Flamingo juga menyediakan menu lain yang juga menjadi favorit para pengunjung. Sebenarnya sudah sejak lama saya penasaran dengan Depot Flamingo, setiap kali lewat selalu ramai. Terlebih lagi di papan namanya terdapat tulisan telah berdiri sejak 1980, menambah rasa penasaran saya untuk mencicipi makanan dan minuman yang dijual di sana. Akhirnya, kemarin (07/12) saya berkesempatan untuk mencicipinya. Saya berkunjung ke Depot Flamingo sekitar pukul 13.00 WITA, ketika jam makan siang. Sewaktu sampai terdapat beberapa pengunjung yang sedang menikmati makanannya. Belum terlalu ramai, sehingga saya bisa langsung memesan makanan tanpa antre. Saya memesan menu yang katanya paling laris di sana yaitu Es Teller, Mie Pangsit Rebus, dan Pangsit Goreng. Sebenarnya banyak sekali menu yang ditawarkan seperti Nasi Goreng, Mie Goreng, dll. Namun, saya ingin mencoba menu yang paling laris dulu. Kalau kata orang kan “Menu yang paling laris itu adalah menu yang paling enak”. Bangunan di Depot Flamingo sangat sederhana, bangunannya tidak khas Banjar namun terkesan bangunan tua. Terdapat kaca-kaca besar di pintunya seperti rumah nenek di daerah Jawa. Nuansa biru putih menambah kesejukan depot ini. Untuk kebersihannya tidak usah diragukan, meskipun bangunan tua namun kebersihannya selalu terjaga.",kuliner
"Bandung, mendengar kota satu ini pastinya langsung kebayang betapa nikmatnya kuliner-kuliner yang ada di ibu kota Jawa Barat ini. Tak heran, banyak orang yang menyebut kota ini sebagai surganya kuliner dan enggak sedikit para pecinta kuliner yang datang ke sini cuma sekadar untuk makan loh! Nah, kalau kalian enggak punya banyak waktu di Bandung, tapi pengin kulineran kalian bisa banget kunjungi Jalan Cibadak yang terintegrasi dengan Sudirman Street dan juga Gardu Jati, jadi kalian tinggal jalan kaki saja dan bisa menikmati segudang kuliner nikmat dan tak sedikit yang legendaris. Daerah ini memang baru 'hidup' ketika sore menuju malam hari, kalau kalian ke sini siang hari siap-siap gigit jari karena enggak banyak yang buka, kecuali yang sudah ada tempat sendiri. Sepanjang jalan, kalian bisa menemukan makanan enak dan tidak sedikit yang menjual makanan dengan tipe yang sama, makanya kali ini saya mau kasih rekomendasi yang enak! Oh iya, karena ini berada di daerah Pecinan, jangan heran jika kalian banyak menemukan makanan non-halal ya. ",kuliner
"Sudah bosan rupanya lidah saya untuk mengecap rasa pempek dan cuko. Kuliner tersebut terlihat massif di Palembang. Sarapan, makan siang bahkan makan malam hidangan pempek dan cuko tidak dapat dipisahkan. Dibalik cita rasa pempek dan cuko saya ingin mencicipi kuliner lain yang legendaris di Palembang. Beruntung Yayan mengajak saya ke sebuah kedai Martabak HAR. Warung kecil yang padat dengan pengunjung itu menarik pehatian saya. Indra penciuman saya sudah digoda dengan aroma rempah yang khas. Lapar rasanya. Saya berharap di warung ini bebas dari Pempek dan Cuko. Sementara suasana warung yang jadul tersebut seolah menjadi penanda kalau martabak HAR ini sangat ini sangat legendaris dan patut untuk dicoba. Saat berada di depan warung, salah seorang pedang sudah menyapa kami sembari membuat adonan kulit martabak. Sedikit atraksi mengembangkan kulit pun dilakukan untuk membuat para pengunjung kagum. Sementara itu, saya sudah tidak sabar untuk mencicipi martabak yang terlihat lezat tersebut. Ada dua varian rasa yang mereka sajikan. Mertabak dengan menggunakan telur bebek dan menggunakan telur ayam. ",kuliner
"Melanjutkan perjalanan kuliner saya di Banjarbaru, kali ini saya akan mencicipi salah satu kuliner yang terkenal di Banjarbaru yaitu Warung Poro Spesial Tongseng. Berdasarkan dari nama warungnya saja pasti teman-teman sudah tau bahwa makanan yang akan saya cicipi ini adalah Tongseng. Sebenarnya Tongseng adalah makanan yang berasal dari Boyolali, Jawa Tengah. Bahkan di sana terdapat Patung Sate Tongseng. Namun, karena makanan ini lezat dan digemari banyak orang, kemudian menjadikan banyak warung-warung yang menjual menu Tongseng. Begitu pula yang terjadi di Banjarbaru. Warung Poro Spesial Tongseng adalah warung tongseng yang sangat terkenal lezatnya di Banjarbaru dan sekitarnya. Hal yang menjadi Warung Poro Spesial Tongseng berbeda dengan warung tongseng pada umumnya adalah warung ini tidak menjual tongseng daging kambing melainkan tongseng daging ayam, daging bebek, dan iga sapi. Bahkan tingkat kepedasan di warung tongseng ini juga bisa di-request. Warung ini menyediakan tingkat kepedasan dari level 1 sampai dengan level 3. Pastinya untuk yang level 3 adalah level yang paling pedas. Pertama kali berkunjung ke Warung Poro, saya sempat heran karena warungnya kecil namun pembelinya banyak dan antre. Namun, setelah saya kembali untuk kedua kalinya pemilik Warung Poro telah menambah luas warungnya yang awalnya satu pintu ruko menjadi tiga pintu ruko. Lebih luas dan jadi tidak terburu-buru ketika menikmati lezatnya tongseng poro.",kuliner
"Bersebelahan dengan Kota Banjarmasin, Banjarbaru juga memiliki kuliner yang wajib dicoba ketika mengunjungi kota ini. Terlebih lagi Bandara Syamsudin Noor dekat dengan Kota Banjarbaru, tidak ada salahnya jika sebelum ke Banjarmasin singgah terlebih dahulu ke Kota Banjarbaru untuk mencicipi kuliner-kulinernya. Karena rasa penasaran saya yang tinggi setelah mendengar cerita orang-orang tentang kuliner Banjarbaru, akhirnya Sabtu (02/11) saya mencoba untuk mencicipi beberapa kuliner yang ada di Banjarbaru. Salah satu tempat makan yang ada dalam list saya adalah RM Semua Senang Pak Siyo. Banyak sekali orang-orang menyarankan saya untuk mencicipi makanan di rumah makan ini. Katanya, rumah makan ini sudah lama sekali buka dan setiap hari selalu ramai. Bahkan sampai malam tetap saja ramai. Banyak pejabat daerah dan CEO perusahaan-perusahaan besar di Kalimantan Selatan yang selalu singgah ke rumah makan ini ketika berkunjung ke Banjarbaru. ",kuliner
"Satu lagi kuliner Banjarmasin yang banyak dicari para wisatawan yaitu 'ketupat Kandangan'. Dinamakan ketupat Kandangan bukan berarti makanan ini dibuat di kandang atau tempat memelihara hewan ternak. Kandangan yang dimaksudkan adalah salah satu nama daerah di Kalimantan Selatan. Jadi ketupat Kandangan ini adalah makanan khas yang berasal dari salah satu daerah di Kalimantan Selatan yaitu Kandangan. Meskipun ketupat Kandangan berasal dari Kandangan, namun di Banjarmasin juga terdapat warung yang menjual ketupat Kandangan enak dan selalu dicari wisatawan yaitu 'Ketupat Kandangan Hj Mursinah'. Jadi untuk teman-teman yang ingin mencicipi ketupat Kandangan dan enggak sempat ke Kandangan karena harus menghabiskan waktu 4 jam untuk ke sana, warung Ketupat Kandangan Hj Mursinah bisa menjadi solusi untuk teman-teman yang ingin sekali mencicipi lezatnya ketupat Kandangan. Jangan khawatir, untuk cita rasanya, meskipun di Banjarmasin Ketupat Kandangan Hj Mursinah tidak kalah lezat dengan yang ada di Kandangan karena Hj Mursinah adalah orang asli Kandangan.",kuliner
